id,name,deptId
858406,name950290,deptId714550
765048,name948313,deptId481116
553,name886597,deptId562089
268646,name427464,deptId835513
403357,name641016,deptId647887
927620,name161903,deptId538371
280801,name784950,deptId210574
72764,name34309,deptId628691
617632,name498636,deptId724515
406016,name38616,deptId946422
524513,name705438,deptId614544
271557,name150137,deptId513029
159135,name372091,deptId824056
906874,name887872,deptId615753
63302,name186034,deptId953581
556827,name522516,deptId365429
467990,name259210,deptId89504
99422,name487358,deptId463669
394856,name539263,deptId828787
460906,name317673,deptId272865
926312,name876093,deptId653650
721128,name399536,deptId228539
441109,name151385,deptId850937
406118,name135459,deptId326405
377273,name773272,deptId547612
226686,name368627,deptId87628
22745,name649856,deptId115125
31880,name393234,deptId174967
120503,name483476,deptId963419
218581,name993990,deptId16516
848827,name619166,deptId803821
828438,name255019,deptId443488
887808,name293041,deptId533869
84292,name196238,deptId793029
829936,name871934,deptId577586
86232,name68990,deptId290839
113561,name930656,deptId867653
422888,name645743,deptId718410
822470,name181800,deptId440119
303853,name165137,deptId237935
892815,name124326,deptId873309
558694,name329674,deptId642388
462712,name184718,deptId531133
961133,name507864,deptId968489
587478,name853499,deptId977935
952200,name102181,deptId454007
510045,name100466,deptId677759
975616,name938719,deptId486638
219191,name317944,deptId648038
236462,name578637,deptId418812
818147,name220504,deptId885155
726717,name692413,deptId334641
834282,name843456,deptId299333
601832,name608540,deptId695662
475682,name139480,deptId456805
225740,name306453,deptId393036
983008,name454714,deptId600289
50636,name379857,deptId872827
312454,name965745,deptId306394
216189,name191352,deptId514716
245799,name708884,deptId569476
371779,name516057,deptId732417
899725,name578116,deptId550066
986436,name126465,deptId796660
387925,name43697,deptId905462
532094,name78693,deptId152234
438922,name189282,deptId35173
891225,name752800,deptId531202
337661,name753481,deptId449767
890953,name706206,deptId611682
759126,name791224,deptId302716
157183,name523828,deptId683535
468090,name647918,deptId704659
748820,name913828,deptId730883
806621,name335874,deptId94037
997721,name79558,deptId581777
662694,name863841,deptId643934
318253,name394234,deptId184079
650744,name798723,deptId389076
590545,name374599,deptId332513
933217,name969407,deptId49752
535433,name412114,deptId450898
902792,name479027,deptId819608
628763,name608141,deptId293846
489087,name355478,deptId205660
558534,name378148,deptId575129
208826,name718903,deptId726229
92903,name977571,deptId656351
584131,name559650,deptId273616
655610,name38502,deptId245404
58857,name787239,deptId702382
907854,name586375,deptId145327
754849,name737953,deptId890340
907046,name698582,deptId356714
153634,name399723,deptId912204
328819,name63413,deptId425738
468135,name827700,deptId913197
429120,name762697,deptId983329
90723,name170590,deptId681097
136093,name212736,deptId227846
452691,name422860,deptId488677
7122,name184348,deptId928710
980282,name633301,deptId7103
109671,name403414,deptId491513
711481,name188547,deptId966792
931975,name359614,deptId666615
427078,name660150,deptId121754
951197,name113402,deptId439703
433427,name472148,deptId781005
859268,name407226,deptId287820
317615,name745124,deptId633262
588488,name586367,deptId943467
413477,name355549,deptId433346
27110,name10195,deptId745999
278231,name816170,deptId857139
583504,name930280,deptId641509
779699,name190750,deptId263139
195792,name134015,deptId955913
90003,name695104,deptId489321
203290,name132252,deptId646898
758703,name275021,deptId495145
261944,name565740,deptId106028
653313,name543675,deptId864683
687164,name61795,deptId900877
256268,name410051,deptId485475
360726,name967527,deptId846368
458753,name620726,deptId616324
272391,name816272,deptId847761
565102,name864662,deptId900048
763853,name708968,deptId956637
166339,name847007,deptId519543
630113,name549494,deptId22605
567217,name516388,deptId961859
241442,name657274,deptId723156
250962,name606003,deptId834854
540851,name669304,deptId58770
709279,name129074,deptId192941
700408,name845736,deptId543860
539813,name967839,deptId464847
66987,name919053,deptId69805
578735,name715295,deptId979939
472458,name221023,deptId458189
483570,name891794,deptId220731
763308,name766953,deptId305382
820876,name165130,deptId683223
778909,name923543,deptId486293
253638,name344920,deptId652607
274102,name76017,deptId386292
153879,name268504,deptId426594
769816,name275848,deptId781639
416493,name537389,deptId647836
25651,name54274,deptId749037
796581,name62419,deptId859635
478549,name423756,deptId525158
359875,name29748,deptId903097
29268,name261799,deptId403302
586524,name623156,deptId213212
421914,name518231,deptId578855
973156,name538830,deptId954888
572897,name149022,deptId18333
658358,name637960,deptId482881
645422,name751255,deptId940020
886261,name991502,deptId472379
447639,name334926,deptId18328
762009,name500790,deptId803557
161268,name978261,deptId892629
439248,name15338,deptId793201
961615,name775770,deptId12057
461095,name21595,deptId719372
356590,name59634,deptId975980
477169,name887051,deptId884497
927540,name894484,deptId638471
260942,name284847,deptId650775
413500,name549334,deptId744097
589185,name711907,deptId638654
980338,name389617,deptId225461
396321,name596597,deptId111155
944819,name74653,deptId983995
583209,name471473,deptId743230
323167,name553881,deptId970237
662871,name508289,deptId188553
632336,name19106,deptId628053
395372,name440872,deptId452383
489139,name215862,deptId834155
555793,name424386,deptId856805
308876,name790492,deptId60572
827760,name435996,deptId284572
235623,name907760,deptId562984
26018,name22721,deptId602988
511230,name507148,deptId40409
557119,name511312,deptId244480
819803,name7976,deptId708210
48069,name875651,deptId213678
142398,name749246,deptId727123
426990,name445271,deptId360672
435146,name849565,deptId799878
698320,name59600,deptId679390
611067,name758124,deptId953840
266715,name222401,deptId194411
326465,name319816,deptId663541
921101,name112622,deptId898565
517734,name960210,deptId557579
506367,name526353,deptId346082
331526,name137156,deptId474545
858858,name847117,deptId962843
596542,name77007,deptId605645
990792,name99828,deptId781709
258654,name53220,deptId121944
495912,name496436,deptId211824
713053,name354405,deptId30449
146692,name512931,deptId16820
356931,name343798,deptId397587
382663,name575115,deptId270538
128568,name310731,deptId89738
817013,name744391,deptId631554
558840,name306124,deptId657087
930623,name856115,deptId726990
692715,name152765,deptId10837
941829,name49947,deptId619934
336373,name602872,deptId867728
999598,name396983,deptId595815
575002,name874317,deptId706010
702415,name524780,deptId157067
95908,name69218,deptId821225
109483,name730835,deptId299448
946107,name93920,deptId703358
98567,name205312,deptId886932
856410,name406209,deptId46113
401945,name432714,deptId310788
505691,name881069,deptId321173
688215,name876921,deptId216299
72218,name410637,deptId704351
551498,name302070,deptId214054
807050,name548618,deptId364766
300262,name616074,deptId12977
473281,name791207,deptId39598
189834,name723982,deptId88805
282287,name227145,deptId581749
368506,name614857,deptId255336
657960,name557802,deptId649552
685898,name538647,deptId663332
885474,name548064,deptId547743
895162,name410574,deptId518036
495300,name593796,deptId612294
421555,name586305,deptId64234
370298,name840171,deptId510359
8857,name489679,deptId732193
384875,name20496,deptId638540
619088,name82492,deptId509549
428286,name354118,deptId488593
266520,name874306,deptId518455
411567,name801587,deptId557839
591252,name104599,deptId170567
317390,name648629,deptId477664
159054,name790921,deptId27006
901103,name2026,deptId782769
252125,name462165,deptId998329
873740,name749039,deptId526660
848896,name548281,deptId142402
562863,name460676,deptId684001
638389,name795774,deptId396535
46844,name676156,deptId206955
561680,name488061,deptId980992
827964,name148531,deptId428444
651939,name84701,deptId26768
203837,name408481,deptId590425
824840,name551874,deptId556882
745269,name902217,deptId531690
193164,name467177,deptId627898
326820,name502245,deptId523836
923026,name524788,deptId218261
113915,name245315,deptId699841
875642,name23957,deptId829908
229624,name43126,deptId700950
166221,name638049,deptId335795
462718,name722251,deptId200444
386055,name782909,deptId716083
962071,name572018,deptId566222
210307,name38831,deptId987268
848685,name134084,deptId737856
880540,name554998,deptId183708
276780,name284619,deptId404892
226112,name36228,deptId849302
260290,name358470,deptId707061
424666,name538873,deptId583576
106577,name188938,deptId934615
160133,name523897,deptId299668
318960,name628337,deptId980517
757411,name386740,deptId364717
900048,name867005,deptId571109
706337,name869762,deptId629516
100326,name323643,deptId880313
449973,name260464,deptId849465
606644,name333574,deptId966312
307879,name261968,deptId310138
693346,name685196,deptId907196
555880,name87661,deptId343877
364102,name488159,deptId669318
17787,name482761,deptId96512
599258,name628132,deptId612630
827934,name156568,deptId367045
610675,name500887,deptId748356
662425,name110870,deptId111671
524469,name236032,deptId331265
825085,name733228,deptId582162
465158,name474972,deptId510849
251969,name522365,deptId903284
776465,name14260,deptId415610
191362,name920247,deptId231580
903422,name93310,deptId107046
655048,name498085,deptId588161
506697,name708595,deptId570449
537890,name632126,deptId700493
986563,name912163,deptId132496
54521,name569667,deptId182052
759305,name9330,deptId325918
345337,name165772,deptId76141
763534,name73959,deptId523969
344426,name564600,deptId501564
273386,name950685,deptId775055
769096,name500629,deptId828595
709590,name43259,deptId730858
739139,name625090,deptId309020
682276,name572434,deptId819965
209444,name710172,deptId904323
913095,name386741,deptId6977
972889,name718135,deptId433274
337188,name743210,deptId652000
806172,name480624,deptId446435
991247,name84765,deptId572215
266034,name346160,deptId985877
955175,name469972,deptId199568
661895,name289627,deptId937787
672508,name649120,deptId353870
776283,name50633,deptId42955
389354,name23697,deptId934509
991859,name259903,deptId471664
450187,name730646,deptId385423
262314,name719436,deptId780674
699160,name750056,deptId808048
656838,name961382,deptId245957
194746,name807200,deptId196254
428662,name510841,deptId205728
939044,name932863,deptId250368
363929,name553802,deptId231150
608508,name329368,deptId282714
844659,name160005,deptId241899
866941,name361379,deptId618191
271968,name971064,deptId657072
42693,name210366,deptId172778
294855,name614365,deptId836206
171249,name612170,deptId98501
101613,name91173,deptId185596
711603,name844700,deptId912783
295678,name505347,deptId221157
991071,name758103,deptId415757
73392,name657096,deptId572377
79997,name549170,deptId507059
111849,name956032,deptId920774
563255,name484595,deptId335048
197687,name287224,deptId236222
387388,name735258,deptId592985
153241,name742080,deptId757272
128735,name645749,deptId678044
699338,name651491,deptId441421
620555,name276221,deptId626483
843391,name465699,deptId928789
881543,name142591,deptId90204
559565,name340827,deptId733921
971390,name797468,deptId102638
830995,name516011,deptId947699
402453,name862125,deptId554630
976995,name669756,deptId812577
299391,name269596,deptId763322
650573,name562365,deptId207440
813904,name81647,deptId785958
1591,name628479,deptId945016
687694,name973995,deptId960259
193145,name671353,deptId764979
263599,name751738,deptId366862
300060,name559590,deptId331882
786075,name140291,deptId434803
729264,name667071,deptId50992
879328,name829560,deptId779421
41932,name659977,deptId992138
316009,name335083,deptId927944
365110,name322837,deptId539398
465538,name139223,deptId403024
439245,name860619,deptId166023
53635,name285369,deptId751525
773804,name365045,deptId913083
641035,name620107,deptId329574
699337,name947419,deptId675685
206284,name474906,deptId10655
988158,name549095,deptId992236
114935,name303993,deptId915395
67522,name519780,deptId410719
897162,name388012,deptId230707
189758,name42307,deptId814782
899972,name819246,deptId514667
764898,name970614,deptId687
727598,name172874,deptId443440
120450,name458109,deptId53775
213094,name628385,deptId253459
606503,name947683,deptId472097
940092,name133880,deptId418018
92913,name847162,deptId484015
64597,name876658,deptId999023
563477,name774466,deptId247407
117648,name159640,deptId799371
357499,name879161,deptId63540
927496,name106534,deptId698779
575696,name604635,deptId929296
662605,name990807,deptId833305
560975,name896517,deptId310257
803276,name791355,deptId316353
30133,name745288,deptId58326
353149,name692257,deptId108755
304221,name587529,deptId832489
412424,name735229,deptId139651
496130,name729493,deptId458909
850352,name962739,deptId48745
887702,name399493,deptId840838
736587,name837020,deptId249929
837139,name428077,deptId296652
879101,name633582,deptId61063
407253,name430490,deptId464474
197153,name774650,deptId984811
604699,name704126,deptId516022
760068,name121577,deptId983589
343202,name976640,deptId460684
188241,name611809,deptId987413
989155,name186428,deptId792473
483972,name576610,deptId735186
869591,name670792,deptId677721
405565,name238501,deptId260542
621680,name860721,deptId132451
148237,name840811,deptId482476
488503,name183300,deptId595730
820194,name41529,deptId281294
807687,name477516,deptId107205
541731,name207069,deptId515675
590378,name766611,deptId519091
171615,name885889,deptId346985
10935,name862657,deptId104192
657558,name374859,deptId314373
719787,name622589,deptId211589
932255,name75371,deptId138778
273297,name689710,deptId114615
650256,name680882,deptId615769
906757,name49479,deptId514844
823462,name723952,deptId296864
434572,name368685,deptId279474
753231,name714684,deptId624166
368520,name24554,deptId861637
185025,name27517,deptId204827
119537,name644346,deptId703807
29448,name27622,deptId900972
10555,name269115,deptId446301
371238,name352319,deptId314958
770401,name496032,deptId197185
356066,name421990,deptId915145
272393,name510985,deptId282627
973499,name729276,deptId831364
647437,name46928,deptId431111
786278,name426706,deptId733902
736996,name406807,deptId910639
12221,name213132,deptId206644
53646,name162074,deptId248633
203540,name610048,deptId861732
805974,name527462,deptId297139
62867,name264326,deptId738806
160336,name723752,deptId673742
832014,name23667,deptId385952
224288,name957753,deptId127560
464322,name198789,deptId589091
761727,name221272,deptId93030
879644,name899691,deptId943866
201334,name681467,deptId933948
947973,name723392,deptId545631
661527,name872171,deptId721096
980241,name152527,deptId760228
345313,name467653,deptId590659
8835,name258827,deptId265151
182420,name683427,deptId68102
824640,name539392,deptId434871
51909,name659872,deptId432418
165750,name256270,deptId658746
962483,name738482,deptId941440
841284,name283826,deptId730625
584385,name97334,deptId680192
140744,name924531,deptId745482
838232,name665092,deptId585588
846995,name166940,deptId119986
474305,name943031,deptId534474
175905,name552757,deptId68683
346701,name61778,deptId651567
161290,name176560,deptId314441
907218,name397552,deptId552685
118451,name322919,deptId376377
872484,name66163,deptId529245
344305,name794343,deptId471243
714736,name896504,deptId80050
701411,name786790,deptId243092
509240,name564409,deptId916534
957363,name425816,deptId824998
395780,name964475,deptId349550
92553,name408583,deptId82896
829638,name699346,deptId679308
555618,name805100,deptId521261
300243,name621231,deptId878047
168008,name21079,deptId726428
374948,name774211,deptId229804
86188,name29750,deptId212467
323392,name354714,deptId280091
902035,name310019,deptId434585
185169,name143241,deptId395171
970086,name26983,deptId846224
734320,name424518,deptId68201
518790,name693343,deptId937569
858804,name5716,deptId437162
697019,name656103,deptId259189
250443,name19066,deptId17125
745163,name65466,deptId700392
344424,name129574,deptId385337
180808,name820213,deptId53453
762879,name419770,deptId469117
225399,name99550,deptId827004
959899,name508430,deptId164289
536220,name262489,deptId877232
584580,name941896,deptId541468
775055,name437552,deptId983169
618670,name588664,deptId853842
546350,name89638,deptId873137
660598,name151373,deptId175094
754948,name832209,deptId534902
477368,name906774,deptId743479
583652,name360760,deptId129329
586590,name186885,deptId414036
219364,name75710,deptId976354
901662,name406125,deptId404089
14246,name116387,deptId847280
722150,name407590,deptId536964
730756,name778425,deptId470274
996968,name272080,deptId213283
877970,name180691,deptId279772
973860,name309209,deptId284905
642090,name273933,deptId660936
403529,name357069,deptId558522
931220,name203139,deptId237738
815706,name521027,deptId425063
674976,name1299,deptId675046
541561,name576338,deptId347139
793975,name614912,deptId573202
645858,name372043,deptId463997
192579,name512755,deptId924729
376843,name669113,deptId384693
50808,name288907,deptId816598
300130,name213193,deptId690973
687551,name783889,deptId973883
708742,name424698,deptId424388
493050,name488528,deptId613278
21221,name320562,deptId156861
671925,name79499,deptId733521
670331,name824639,deptId631614
483130,name938129,deptId714395
734433,name150981,deptId808270
874212,name768794,deptId193461
257473,name684265,deptId548649
869275,name594663,deptId257898
736381,name471914,deptId613785
762739,name854245,deptId611349
901720,name874795,deptId832185
275110,name445407,deptId448265
798951,name671475,deptId972602
502661,name689369,deptId985314
603500,name305392,deptId682198
686491,name395012,deptId162001
893612,name541926,deptId531292
622538,name697850,deptId231866
197651,name410822,deptId469219
761169,name399699,deptId548568
706518,name609918,deptId128394
152857,name320771,deptId243016
440728,name935006,deptId338268
136242,name466706,deptId315702
671151,name324937,deptId386974
230388,name334177,deptId694677
778172,name187615,deptId114501
988013,name890560,deptId225810
366895,name911910,deptId285811
748276,name553703,deptId529494
317655,name978896,deptId646201
337859,name727368,deptId852752
219689,name99373,deptId51966
387291,name344388,deptId355381
484079,name177736,deptId577042
103081,name779729,deptId622077
57192,name191981,deptId88189
868969,name882330,deptId873991
852015,name816794,deptId86093
229126,name21738,deptId463867
80682,name16016,deptId654841
45934,name933486,deptId335495
845200,name119746,deptId429918
92312,name204496,deptId523153
52824,name970912,deptId995497
291653,name768954,deptId866970
186997,name262891,deptId974825
605076,name346199,deptId149087
694111,name648060,deptId957796
136407,name549352,deptId136591
259596,name898526,deptId885430
840545,name824644,deptId388768
297289,name959230,deptId756290
972645,name909946,deptId583665
667988,name829723,deptId53093
434723,name70622,deptId411403
954033,name647386,deptId988526
374126,name850814,deptId874659
327101,name19545,deptId510377
697419,name312517,deptId846291
590462,name302727,deptId151993
107015,name601723,deptId184179
855270,name77973,deptId629693
664868,name960706,deptId986442
640326,name967352,deptId125328
575610,name731264,deptId506570
457833,name716098,deptId887416
435517,name380725,deptId276318
490831,name426928,deptId257675
418139,name194751,deptId807185
708995,name850622,deptId204660
304793,name455338,deptId752532
651092,name249063,deptId931791
770903,name814240,deptId141053
537914,name233402,deptId708210
995729,name333116,deptId970898
216166,name264849,deptId435490
505953,name744981,deptId129079
532547,name597439,deptId351293
390148,name699321,deptId421543
710619,name18412,deptId982811
764795,name78845,deptId689161
539445,name173288,deptId545949
400466,name630540,deptId684571
750304,name364048,deptId883839
985818,name615987,deptId735907
853985,name413816,deptId352136
240122,name907649,deptId431576
202734,name5917,deptId120404
620303,name864971,deptId114151
939649,name343655,deptId646585
430098,name176073,deptId34880
8315,name135275,deptId527186
810898,name812571,deptId600036
17102,name432397,deptId112097
805576,name608780,deptId124641
674737,name666313,deptId754779
755929,name401538,deptId986037
90262,name628706,deptId257527
350663,name367697,deptId147178
389530,name390687,deptId222820
116734,name705656,deptId768957
717032,name987110,deptId527249
695542,name9972,deptId946567
834643,name595227,deptId718741
351910,name909975,deptId681900
693665,name721457,deptId469812
959535,name958995,deptId732823
738838,name557146,deptId274150
812421,name712682,deptId886131
512776,name451093,deptId759795
862422,name406781,deptId865956
647657,name605205,deptId218067
617729,name505869,deptId726329
758270,name118337,deptId365326
323431,name210575,deptId221039
621713,name146910,deptId69717
224736,name455137,deptId483741
821584,name935013,deptId860403
120674,name505550,deptId919195
585492,name26572,deptId706021
988892,name55601,deptId220066
35980,name945944,deptId229187
819756,name634006,deptId482686
42901,name145855,deptId920011
157683,name117079,deptId685860
59878,name721457,deptId381020
983843,name807258,deptId289621
363079,name587789,deptId970978
618210,name415198,deptId993733
557644,name188226,deptId608411
830215,name632820,deptId455950
117483,name557117,deptId158297
380690,name885313,deptId161356
398568,name352491,deptId325808
266180,name582518,deptId853261
983399,name448463,deptId413097
82122,name367645,deptId138211
695747,name603281,deptId906845
362067,name844822,deptId246963
34334,name699165,deptId134247
560386,name975616,deptId221024
854166,name481573,deptId305834
269837,name606697,deptId897514
890032,name196539,deptId10914
89729,name978135,deptId478155
558319,name901741,deptId982511
257390,name211787,deptId284248
774911,name212577,deptId339167
907348,name521915,deptId296004
683628,name713810,deptId694905
27175,name207271,deptId99364
521717,name719942,deptId391385
504657,name187302,deptId787479
614977,name947975,deptId550610
984975,name496039,deptId986911
521929,name643464,deptId189491
479683,name243176,deptId325297
713635,name718485,deptId259527
261406,name903584,deptId661047
729669,name203183,deptId35755
668589,name300109,deptId579268
333414,name919392,deptId921643
541584,name100861,deptId812670
302596,name92615,deptId613935
412223,name515703,deptId527281
502973,name331523,deptId401423
263264,name714477,deptId594391
667810,name468478,deptId805883
417047,name933129,deptId176640
448989,name329453,deptId836667
35639,name380337,deptId280247
230405,name528774,deptId780743
184624,name771244,deptId214276
459588,name493086,deptId809154
552441,name20653,deptId352260
651008,name902334,deptId322516
792955,name342800,deptId800427
878615,name516650,deptId73630
396169,name203438,deptId537829
555888,name938124,deptId539044
384111,name261568,deptId386347
693804,name77034,deptId388745
195067,name483945,deptId555377
637579,name451012,deptId463523
610066,name618166,deptId126733
569382,name421171,deptId559083
51547,name138319,deptId665314
736953,name941889,deptId873167
348626,name234317,deptId721080
343314,name384475,deptId217034
153900,name264395,deptId949303
257762,name363790,deptId253538
329547,name722294,deptId389305
413260,name753389,deptId238447
307901,name461093,deptId679546
675042,name605960,deptId17960
409542,name218847,deptId923937
371146,name600238,deptId97239
985101,name803315,deptId422730
678503,name60500,deptId359514
443711,name604613,deptId697309
695676,name836337,deptId672006
496566,name232824,deptId826581
750512,name707594,deptId297508
326084,name877927,deptId436770
303851,name186985,deptId500064
578528,name952703,deptId205748
834571,name831663,deptId633167
593556,name567463,deptId971195
781125,name426000,deptId5087
247524,name318884,deptId993360
845211,name536552,deptId64699
436881,name280204,deptId315933
464854,name769937,deptId222732
713220,name980568,deptId830166
702106,name128365,deptId706591
594342,name482379,deptId626049
494084,name10976,deptId288414
319020,name855041,deptId526134
244652,name558757,deptId551854
214728,name577598,deptId232411
590628,name802205,deptId645369
347965,name103042,deptId199296
850804,name235878,deptId393678
437301,name475690,deptId354596
609971,name650519,deptId863115
614180,name138664,deptId272847
577837,name910779,deptId115762
205107,name647136,deptId246099
101504,name503160,deptId310366
759600,name456499,deptId26134
673377,name667678,deptId371969
327159,name100687,deptId112953
107631,name832282,deptId64145
579929,name944379,deptId166987
963096,name365020,deptId303671
732801,name675776,deptId772769
462441,name698646,deptId782646
397690,name721304,deptId559165
637510,name551318,deptId521708
400201,name802554,deptId819213
42060,name914977,deptId603359
352881,name288866,deptId279760
471796,name439462,deptId562344
128323,name949670,deptId681046
443723,name541122,deptId723767
48877,name747672,deptId415491
252293,name261623,deptId146122
744908,name16031,deptId429304
688548,name442584,deptId451748
517349,name127427,deptId231363
330009,name715681,deptId816031
806581,name332917,deptId731272
502112,name10041,deptId319561
153673,name501594,deptId483051
110346,name921643,deptId803431
194940,name12016,deptId353376
536960,name728957,deptId711254
9271,name941118,deptId768876
592186,name206580,deptId539368
84724,name782232,deptId562634
135661,name672150,deptId847500
433437,name533757,deptId458291
59852,name259438,deptId131441
412284,name255878,deptId988400
81816,name425055,deptId945840
255812,name231438,deptId504410
992483,name80050,deptId901306
552918,name147507,deptId255576
273649,name107932,deptId285407
335662,name319544,deptId302968
411300,name568820,deptId439782
151785,name664172,deptId689659
478440,name599297,deptId170915
802765,name251039,deptId924191
21547,name572027,deptId676004
739143,name745573,deptId206529
241499,name225712,deptId772439
456837,name543929,deptId270062
262999,name105855,deptId954544
217409,name420037,deptId754088
750495,name723094,deptId746048
702320,name278508,deptId253719
571652,name32812,deptId933214
552132,name683994,deptId748918
191836,name248925,deptId335538
658227,name967349,deptId941416
863403,name316278,deptId3755
556897,name483163,deptId558644
758773,name413533,deptId478729
699459,name358483,deptId171503
339981,name329428,deptId628835
412624,name426479,deptId972404
760044,name938350,deptId167838
580721,name644231,deptId666844
930938,name716831,deptId475274
37286,name871286,deptId200290
142574,name486962,deptId271680
495385,name705412,deptId797153
296349,name428362,deptId339934
217577,name396824,deptId192669
663882,name879276,deptId582417
763289,name604231,deptId251924
398372,name883686,deptId689041
113365,name272304,deptId3593
985012,name726042,deptId794615
126519,name144486,deptId767590
966001,name981062,deptId121956
106060,name280445,deptId262963
55739,name954119,deptId686130
381519,name651938,deptId211895
943636,name648582,deptId648196
647074,name216525,deptId973724
21217,name321101,deptId11880
196282,name559510,deptId349123
822037,name577506,deptId65483
433000,name74328,deptId356819
561302,name402982,deptId100196
598821,name811950,deptId646747
637347,name909004,deptId175942
203057,name805154,deptId618105
459072,name448588,deptId640924
112415,name200720,deptId320540
739425,name339987,deptId119342
912017,name35427,deptId931020
121079,name720558,deptId325085
895434,name2145,deptId801335
568033,name285780,deptId881945
864196,name8316,deptId493593
80315,name596152,deptId366983
50488,name579565,deptId893899
678413,name291035,deptId110361
161794,name970196,deptId150782
762116,name529793,deptId616458
642254,name693328,deptId989111
482126,name317676,deptId557962
176247,name918039,deptId668624
720561,name205415,deptId424005
70090,name343620,deptId64593
884482,name960100,deptId199558
161365,name939236,deptId373970
405955,name751171,deptId466286
815508,name851452,deptId249698
35398,name124331,deptId144789
854907,name535538,deptId62042
980672,name992155,deptId154365
416421,name909728,deptId563190
236888,name550798,deptId401532
405049,name936540,deptId867500
527311,name244587,deptId241643
316260,name991292,deptId570430
288244,name5511,deptId982238
956664,name200468,deptId803912
920830,name956537,deptId870234
184792,name596382,deptId870696
169763,name871200,deptId14130
637732,name439130,deptId254702
196463,name834438,deptId679693
180794,name538544,deptId997100
466723,name743363,deptId471337
538576,name890664,deptId821995
508345,name126539,deptId607265
669792,name888288,deptId438003
468615,name993482,deptId448910
868702,name556191,deptId144030
490757,name646661,deptId575671
450704,name777645,deptId512197
2174,name735461,deptId892596
850304,name63654,deptId591903
926046,name980798,deptId531888
721010,name973624,deptId252262
772137,name406200,deptId438350
633652,name549581,deptId477616
811310,name227685,deptId217958
338644,name414839,deptId652563
116890,name621319,deptId27069
343730,name65566,deptId433306
405570,name451621,deptId460745
716922,name166437,deptId78846
460931,name388666,deptId226199
141585,name113884,deptId275833
592967,name677171,deptId491321
121008,name597920,deptId527188
697065,name615450,deptId173864
986550,name557077,deptId248256
551817,name625033,deptId451862
683680,name81389,deptId321317
804641,name587833,deptId27458
499747,name119197,deptId842038
490649,name297877,deptId896373
571386,name490672,deptId902857
691378,name850594,deptId402083
27935,name539029,deptId930469
119573,name295159,deptId908692
372103,name845007,deptId894812
86790,name966647,deptId405398
8790,name912134,deptId557754
285541,name474332,deptId843136
