crsCode237330,semester251839,785213
crsCode693357,semester754707,260696
crsCode688437,semester890901,467936
crsCode431281,semester63825,931386
crsCode308098,semester47521,446194
crsCode438531,semester28796,952178
crsCode299575,semester886090,212799
crsCode820269,semester921047,583165
crsCode996958,semester133766,115707
crsCode238135,semester860563,122654
crsCode375881,semester963121,336318
crsCode713537,semester674083,421566
crsCode209062,semester744426,368849
crsCode329038,semester293311,130502
crsCode542177,semester942671,254116
crsCode107542,semester254424,501854
crsCode441308,semester79958,404888
crsCode667628,semester409731,919827
crsCode829986,semester185437,154585
crsCode207048,semester7431,169983
crsCode625702,semester96178,162966
crsCode669715,semester36945,958659
crsCode468176,semester258026,742041
crsCode957761,semester617809,988039
crsCode480161,semester716672,781027
crsCode599560,semester223472,567763
crsCode351219,semester365029,774538
crsCode162117,semester489892,917998
crsCode622198,semester338476,210177
crsCode527870,semester626644,774312
crsCode351428,semester925119,248274
crsCode237689,semester883800,58792
crsCode334023,semester149703,359072
crsCode376557,semester777985,432901
crsCode811248,semester334517,432335
crsCode725926,semester793198,599317
crsCode809432,semester511451,261951
crsCode245951,semester634019,718991
crsCode743794,semester609076,748263
crsCode748499,semester71340,304319
crsCode738060,semester81056,800597
crsCode457684,semester104565,243020
crsCode31816,semester837150,700525
crsCode143509,semester463009,435724
crsCode367191,semester62805,619620
crsCode791502,semester805076,828064
crsCode179685,semester364530,71137
crsCode681849,semester166905,666829
crsCode924058,semester864114,93066
crsCode778797,semester638440,926722
crsCode878697,semester718481,311261
crsCode514438,semester843588,238457
crsCode23106,semester824065,827908
crsCode989431,semester449526,573696
crsCode396581,semester160739,685160
crsCode680298,semester291345,256899
crsCode701551,semester430612,326854
crsCode56508,semester30285,487268
crsCode744183,semester396576,484328
crsCode307158,semester528809,820687
crsCode926610,semester678873,171454
crsCode282094,semester949331,813290
crsCode350431,semester191091,680718
crsCode666523,semester549810,338051
crsCode351428,semester624722,346703
crsCode578083,semester320243,109835
crsCode87425,semester28032,502097
crsCode223493,semester329898,205957
crsCode562976,semester522985,297492
crsCode549851,semester456238,992239
crsCode704727,semester468815,111585
crsCode174744,semester101317,831329
crsCode936185,semester571625,655864
crsCode948335,semester66883,544047
crsCode72407,semester495242,490936
crsCode963846,semester370988,895398
crsCode949570,semester20815,599008
crsCode230015,semester792644,631807
crsCode443974,semester203561,194358
crsCode191336,semester145435,49464
crsCode279866,semester224775,971106
crsCode1147,semester362047,385388
crsCode20693,semester220214,109443
crsCode882029,semester906911,881442
crsCode2984,semester950138,8803
crsCode749921,semester493582,673952
crsCode753218,semester698866,330939
crsCode328164,semester253745,183506
crsCode212543,semester981324,194824
crsCode529627,semester16067,732952
crsCode856080,semester331679,588980
crsCode250536,semester158394,964306
crsCode174186,semester419500,425118
crsCode704407,semester785275,207680
crsCode279452,semester277023,863953
crsCode595058,semester315308,256318
crsCode218301,semester261644,436851
crsCode427428,semester161990,911299
crsCode308098,semester660034,297492
crsCode850407,semester640258,782472
crsCode119205,semester477176,632973
crsCode120034,semester772537,470319
crsCode680693,semester712166,55681
crsCode845807,semester423452,971106
crsCode719319,semester765579,99992
crsCode533876,semester499737,194358
crsCode78637,semester892607,42008
crsCode995899,semester813826,962576
crsCode568966,semester384197,733315
crsCode665225,semester8812,253664
crsCode466396,semester94399,620887
crsCode883613,semester854716,263265
crsCode890317,semester719232,952178
crsCode354516,semester212965,347149
crsCode392456,semester270231,275864
crsCode921846,semester762835,334045
crsCode567398,semester522122,267630
crsCode371167,semester300019,82900
crsCode620750,semester547940,326173
crsCode786632,semester225774,573055
crsCode128608,semester536212,177388
crsCode353702,semester993135,196235
crsCode88944,semester720686,297224
crsCode229078,semester563028,454307
crsCode46935,semester698640,350268
crsCode509758,semester564585,857418
crsCode351607,semester233681,704094
crsCode821514,semester967490,974325
crsCode792960,semester506209,824945
crsCode854730,semester127062,156871
crsCode180551,semester990087,711050
crsCode359934,semester349297,435591
crsCode404060,semester867316,44222
crsCode908526,semester842336,939200
crsCode235994,semester562373,605692
crsCode437448,semester819311,53361
crsCode786148,semester148724,546455
crsCode634082,semester769362,100954
crsCode847719,semester955467,184850
crsCode940085,semester932063,366936
crsCode859770,semester534051,154368
crsCode985529,semester69542,803940
crsCode957062,semester855872,625369
crsCode107878,semester388822,309523
crsCode132958,semester744587,100133
crsCode340681,semester844150,947903
crsCode838361,semester427714,394603
crsCode808574,semester992476,179257
crsCode521972,semester734940,597892
crsCode104547,semester100611,823401
crsCode811420,semester395396,261313
crsCode207941,semester79877,690610
crsCode742205,semester876312,944570
crsCode592618,semester941933,406071
crsCode893721,semester91352,507805
crsCode581449,semester617714,828064
crsCode284751,semester830578,961897
crsCode30337,semester789624,166373
crsCode509954,semester44117,125388
crsCode822099,semester845808,162966
crsCode837865,semester81597,112617
crsCode424123,semester297343,451933
crsCode550114,semester846682,525451
crsCode112852,semester861619,690467
crsCode118617,semester601352,39559
crsCode849854,semester270272,815302
crsCode951774,semester407801,94803
crsCode86614,semester98168,161393
crsCode227232,semester539279,955045
crsCode350861,semester277451,587366
crsCode271157,semester519416,848357
crsCode61221,semester304445,502786
crsCode621415,semester520468,719181
crsCode357184,semester145552,133223
crsCode979681,semester689657,503294
crsCode844156,semester661607,323582
crsCode323762,semester234132,57520
crsCode851112,semester90381,126700
crsCode279866,semester178625,550566
crsCode339715,semester746103,194606
crsCode531971,semester464669,448283
crsCode54559,semester301209,188289
crsCode697607,semester115998,365282
crsCode575986,semester115120,30210
crsCode247986,semester947140,655906
crsCode695902,semester903128,373430
crsCode825590,semester973290,458969
crsCode946350,semester398160,230783
crsCode645976,semester971773,779189
crsCode372973,semester830212,951954
crsCode961857,semester265973,797975
crsCode751244,semester598258,887186
crsCode470160,semester656652,161696
crsCode583718,semester168796,731713
crsCode224432,semester395464,424512
crsCode601182,semester846597,64664
crsCode719100,semester59744,34083
crsCode511062,semester739827,803620
crsCode447295,semester786765,722936
crsCode921669,semester552820,259849
crsCode471766,semester907463,52698
crsCode171299,semester773984,27994
crsCode234950,semester458898,820204
crsCode660971,semester721051,366120
crsCode885540,semester549508,158257
crsCode291411,semester621893,363937
crsCode407849,semester703412,737286
crsCode435262,semester773289,342407
crsCode90661,semester538373,490366
crsCode376737,semester363463,716657
crsCode140774,semester511201,49465
crsCode858534,semester404447,833728
crsCode903164,semester287480,89073
crsCode176356,semester440337,571197
crsCode642660,semester905151,599317
crsCode130862,semester480428,183355
crsCode837865,semester580421,821593
crsCode672923,semester53709,29419
crsCode812498,semester438832,787294
crsCode536430,semester814187,605809
crsCode297484,semester898526,882941
crsCode657860,semester463081,41982
crsCode734266,semester970751,257552
crsCode603498,semester363075,578128
crsCode179012,semester376890,269887
crsCode965772,semester883081,944062
crsCode177502,semester197533,882368
crsCode254551,semester607651,907613
crsCode895214,semester865513,629512
crsCode167762,semester859543,238974
crsCode494118,semester8397,554197
crsCode836018,semester947487,4499
crsCode871133,semester240330,664046
crsCode628774,semester793836,878401
crsCode908526,semester749607,487268
crsCode299575,semester405042,316121
crsCode448037,semester554144,405666
crsCode46847,semester787490,217071
crsCode570548,semester474431,812194
crsCode996336,semester924633,217935
crsCode752095,semester43211,217917
crsCode301218,semester55871,238806
crsCode105676,semester632622,167735
crsCode107485,semester122384,79634
crsCode773490,semester790810,152528
crsCode575986,semester454856,126525
crsCode745532,semester13809,696176
crsCode661186,semester36981,954593
crsCode324776,semester514053,975362
crsCode606957,semester323368,885098
crsCode870596,semester542390,447452
crsCode807443,semester820863,730120
crsCode230673,semester161216,186804
crsCode985031,semester439555,210391
crsCode847859,semester172798,206566
crsCode946729,semester757921,20144
crsCode939243,semester294451,186799
crsCode754631,semester720612,91618
crsCode293305,semester505317,365282
crsCode583258,semester430280,140805
crsCode744183,semester977487,512483
crsCode431281,semester798215,903962
crsCode359526,semester373381,586147
crsCode178337,semester237493,487596
crsCode614375,semester252163,521984
crsCode423385,semester599244,84179
crsCode175906,semester754689,92541
crsCode836319,semester65152,248898
crsCode821514,semester460180,205668
crsCode22361,semester41729,197809
crsCode299204,semester68582,650501
crsCode57812,semester627443,659759
crsCode74691,semester587218,135385
crsCode788794,semester465746,275406
crsCode954713,semester183156,141836
crsCode646067,semester62215,448062
crsCode425115,semester304110,46592
crsCode945847,semester314648,985876
crsCode284751,semester441282,704536
crsCode727096,semester885255,209175
crsCode853302,semester295537,360244
crsCode205524,semester743940,955123
crsCode10601,semester210824,281848
crsCode917860,semester203910,639607
crsCode849426,semester251920,41288
crsCode924058,semester281135,750604
crsCode477811,semester326335,784283
crsCode815305,semester229062,867715
crsCode290421,semester660836,538682
crsCode399973,semester701895,787132
crsCode820458,semester250411,667980
crsCode303155,semester716080,702133
crsCode740308,semester561149,311636
crsCode283661,semester581727,441103
crsCode412624,semester612482,899404
crsCode158312,semester599026,768625
crsCode351874,semester976606,919148
crsCode981814,semester435355,884246
crsCode570122,semester862125,592413
crsCode447583,semester76673,87868
crsCode883886,semester823563,846235
crsCode824074,semester778175,731896
crsCode633227,semester550707,983122
crsCode222958,semester240627,30144
crsCode65808,semester550662,342702
crsCode237415,semester377500,655906
crsCode824246,semester271358,687428
crsCode996960,semester992960,149945
crsCode195390,semester568993,591368
crsCode586522,semester546143,52729
crsCode418674,semester844094,532413
crsCode811882,semester880286,488235
crsCode975539,semester352821,592854
crsCode440540,semester888190,613840
crsCode390285,semester32305,54826
crsCode345407,semester393791,163328
crsCode878738,semester534137,530077
crsCode470263,semester266823,954766
crsCode256485,semester475725,544825
crsCode994234,semester371568,134446
crsCode84406,semester471415,591688
crsCode953411,semester64783,693225
crsCode653329,semester818045,6880
crsCode738060,semester611863,194825
crsCode577200,semester535520,861744
crsCode400687,semester244283,706723
crsCode179755,semester957647,736837
crsCode76101,semester863634,692975
crsCode529556,semester465990,648941
crsCode59552,semester69623,414987
crsCode511666,semester894967,900060
crsCode219808,semester42223,854751
crsCode653626,semester809842,309594
crsCode405376,semester556409,727610
crsCode618426,semester466676,364505
crsCode625320,semester90005,240190
crsCode200640,semester678227,994337
crsCode651606,semester614713,630103
crsCode41734,semester974041,350268
crsCode958911,semester513846,852267
crsCode5970,semester698143,925248
crsCode366418,semester961336,693536
crsCode492676,semester624751,463805
crsCode963863,semester713461,942242
crsCode848289,semester981310,802731
crsCode85161,semester910833,546455
crsCode638224,semester12543,420841
crsCode410113,semester17571,956206
crsCode529755,semester512936,454307
crsCode412545,semester517545,487268
crsCode298865,semester539188,77855
crsCode201500,semester380569,224197
crsCode883924,semester585305,405666
crsCode521972,semester104727,805823
crsCode735512,semester127973,735254
crsCode275131,semester457466,280989
crsCode681389,semester963043,424791
crsCode54542,semester510456,51119
crsCode402295,semester332792,894024
crsCode189733,semester393616,134446
crsCode76473,semester627113,817451
crsCode656613,semester160634,409136
crsCode133529,semester938154,650370
crsCode271663,semester801161,889821
crsCode65166,semester446900,88541
crsCode143402,semester81802,796156
crsCode173885,semester169717,84026
crsCode878268,semester495445,847668
crsCode234608,semester155237,40033
crsCode577461,semester732292,361739
crsCode780781,semester559185,523894
crsCode195390,semester258277,424791
crsCode480651,semester589970,662866
crsCode791707,semester471871,391037
crsCode690479,semester981859,133852
crsCode820458,semester47946,435374
crsCode251198,semester530998,943839
crsCode303676,semester195259,766223
crsCode830604,semester262204,63649
crsCode767029,semester315952,843036
crsCode791707,semester572873,489952
crsCode169510,semester755952,750130
crsCode301449,semester500480,694971
crsCode72961,semester735166,659417
crsCode926038,semester900790,8280
crsCode303676,semester119868,827952
crsCode744183,semester338480,152528
crsCode662106,semester179605,343700
crsCode838361,semester213619,635325
crsCode783798,semester397040,162343
crsCode666037,semester791626,722193
crsCode245336,semester460266,232044
crsCode931652,semester713266,129016
crsCode754967,semester165504,867715
crsCode511062,semester840084,23619
crsCode248136,semester433224,123168
crsCode940170,semester736189,199098
crsCode620989,semester538830,398848
crsCode27717,semester830976,815873
crsCode963846,semester865390,334023
crsCode234608,semester901225,785405
crsCode405278,semester811738,598239
crsCode469555,semester206322,799625
crsCode502477,semester623882,184850
crsCode409406,semester828265,891845
crsCode288890,semester977808,626759
crsCode12219,semester74725,980571
crsCode58405,semester220631,987813
crsCode914565,semester960715,37147
crsCode882996,semester315062,44069
crsCode66479,semester168053,268711
crsCode132566,semester879841,796326
crsCode168747,semester56327,544592
crsCode775649,semester810488,497828
crsCode158560,semester446590,378754
crsCode154797,semester333531,52537
crsCode162117,semester204218,316119
crsCode871460,semester202778,434442
crsCode558633,semester373161,568268
crsCode883975,semester537123,955946
crsCode526023,semester775419,266143
crsCode162843,semester862081,913877
crsCode345346,semester911631,558452
crsCode321706,semester964890,945102
crsCode307158,semester148941,283663
crsCode291462,semester240230,112617
crsCode257399,semester548991,295177
crsCode807888,semester129066,353144
crsCode474552,semester102651,991912
crsCode890317,semester987041,618423
crsCode784321,semester679907,563332
crsCode217882,semester215070,104965
crsCode65594,semester600649,451759
crsCode179244,semester134038,459614
crsCode946991,semester31623,438597
crsCode845807,semester999392,538682
crsCode921846,semester645134,48801
crsCode866616,semester890503,716142
crsCode776523,semester83906,105892
crsCode828740,semester965018,683078
crsCode709666,semester141543,885728
crsCode174895,semester855998,793993
crsCode986938,semester848117,768923
crsCode899761,semester252083,353311
crsCode354935,semester71246,929914
crsCode798594,semester664029,368850
crsCode675438,semester415289,428930
crsCode150433,semester827948,683078
crsCode575071,semester623506,793809
crsCode975996,semester424460,894775
crsCode357286,semester783390,696705
crsCode88705,semester377696,648416
crsCode729691,semester3368,111609
crsCode682371,semester373702,14737
crsCode75167,semester664022,210800
crsCode464834,semester80926,658567
crsCode377278,semester265510,96756
crsCode200640,semester260360,916801
crsCode712817,semester902072,260696
crsCode565488,semester734891,467142
crsCode919133,semester154071,10739
crsCode568375,semester855839,733035
crsCode291344,semester961577,675389
crsCode969588,semester235743,789268
crsCode987464,semester532722,508310
crsCode758573,semester733654,615099
crsCode770203,semester577758,838344
crsCode345346,semester615715,652786
crsCode971793,semester212333,275099
crsCode631897,semester762881,727590
crsCode951127,semester484356,660551
crsCode870994,semester766029,744747
crsCode480310,semester978295,401225
crsCode486914,semester585456,899466
crsCode720595,semester254089,147551
crsCode303676,semester848737,569851
crsCode78637,semester377675,348215
crsCode853977,semester181371,437120
crsCode875049,semester637757,789268
crsCode908827,semester123629,400139
crsCode883134,semester591592,411884
crsCode887387,semester93935,207201
crsCode951774,semester106521,266139
crsCode871601,semester582409,824344
crsCode297854,semester965349,238178
crsCode23700,semester493403,144337
crsCode830630,semester109032,92915
crsCode590883,semester886000,419499
crsCode259294,semester918633,1041
crsCode506746,semester605698,926722
crsCode457976,semester504139,2694
crsCode113026,semester967750,869462
crsCode202626,semester779136,421318
crsCode115679,semester501925,568854
crsCode112529,semester58398,421566
crsCode539412,semester303983,955946
crsCode831569,semester425809,962178
crsCode505727,semester150259,770888
crsCode784972,semester477633,421377
crsCode693335,semester246672,603167
crsCode984809,semester963188,493912
crsCode936152,semester390296,628515
crsCode697913,semester567353,432455
crsCode723949,semester588589,834625
crsCode475554,semester280168,82499
crsCode774763,semester613160,702986
crsCode65882,semester8702,785405
crsCode906625,semester131048,836674
crsCode734266,semester101802,420211
crsCode22198,semester642927,173465
crsCode448292,semester107414,114047
crsCode373723,semester848538,269887
crsCode374941,semester578025,36964
crsCode397792,semester377375,70055
crsCode961086,semester272359,460719
crsCode104671,semester119897,134574
crsCode382490,semester709727,266557
crsCode771788,semester379164,64025
crsCode820269,semester436371,118166
crsCode527928,semester947789,605184
crsCode106181,semester180162,631001
crsCode539412,semester294255,930918
crsCode614086,semester608067,837611
crsCode683606,semester337655,345357
crsCode668384,semester522208,603678
crsCode81668,semester603917,723052
crsCode229559,semester943247,617207
crsCode672923,semester9288,753454
crsCode877170,semester856208,846987
crsCode202626,semester94284,809227
crsCode284130,semester262780,988645
crsCode617812,semester632034,702593
crsCode480310,semester530316,251169
crsCode184828,semester280426,994788
crsCode466957,semester887597,551028
crsCode466957,semester918007,402118
crsCode469827,semester514852,6835
crsCode396131,semester801282,917175
crsCode829986,semester341277,158776
crsCode100441,semester293187,610545
crsCode665225,semester45142,622477
crsCode658482,semester211988,625369
crsCode908827,semester413009,269520
crsCode224432,semester601455,544825
crsCode933550,semester781442,624633
crsCode32814,semester862007,221468
crsCode179436,semester21715,653691
crsCode618115,semester886476,345165
crsCode302690,semester597889,404579
crsCode231929,semester786662,179257
crsCode547937,semester608993,88574
crsCode480161,semester154545,815784
crsCode451893,semester715549,438414
crsCode910539,semester716716,529912
crsCode838316,semester182894,845709
crsCode615385,semester354811,408972
crsCode141651,semester394915,228714
crsCode356688,semester397621,964278
crsCode234523,semester215239,28195
crsCode661093,semester687143,385388
crsCode975509,semester573404,540671
crsCode185730,semester473723,429527
crsCode257091,semester829277,317534
crsCode451973,semester684822,94876
crsCode49421,semester844771,124682
crsCode743325,semester364818,576309
crsCode888877,semester828266,111585
crsCode879133,semester592357,422541
crsCode998468,semester311833,560679
crsCode654495,semester714841,326335
crsCode816602,semester340021,57535
crsCode172912,semester586222,544047
crsCode471337,semester272188,529912
crsCode480874,semester306309,84864
crsCode919133,semester545081,209485
crsCode468176,semester687400,896033
crsCode815130,semester41117,18500
crsCode818097,semester61332,93525
crsCode731894,semester726059,798893
crsCode143475,semester426911,732062
crsCode681113,semester123512,345523
crsCode477810,semester121107,890130
crsCode303155,semester188513,818539
crsCode663472,semester211992,832955
crsCode822099,semester850214,546993
crsCode740542,semester785556,312087
crsCode390851,semester885590,566040
crsCode825242,semester829197,167340
crsCode298865,semester350006,493755
crsCode621497,semester166712,222583
crsCode107878,semester434194,447547
crsCode427428,semester372296,556290
crsCode603498,semester271586,728471
crsCode118335,semester7709,763697
crsCode582931,semester401135,891845
crsCode149274,semester2663,207201
crsCode619403,semester949093,341429
crsCode621904,semester210284,176957
crsCode64354,semester25854,944535
crsCode831416,semester913972,399728
crsCode232643,semester652914,923878
crsCode298675,semester239754,94876
crsCode236231,semester204369,241514
crsCode179436,semester125158,364505
crsCode296818,semester907655,660451
crsCode281843,semester386912,569006
crsCode689905,semester450330,223573
crsCode49421,semester565888,541714
crsCode65594,semester709416,320966
crsCode195393,semester446865,508423
crsCode876330,semester350073,618065
crsCode321706,semester121037,738123
crsCode671248,semester345903,311004
crsCode631687,semester340033,684632
crsCode339085,semester247580,517111
crsCode220867,semester417598,700484
crsCode204933,semester256009,141875
crsCode443330,semester233732,335007
crsCode389042,semester220488,212789
crsCode483017,semester520681,52868
crsCode346766,semester257412,367047
crsCode170359,semester959602,330382
crsCode472954,semester168572,953579
crsCode458387,semester339239,356061
crsCode485944,semester516556,435538
crsCode293549,semester12045,152035
crsCode125118,semester700285,599310
crsCode486188,semester98001,18281
crsCode316146,semester840957,582947
crsCode705139,semester890196,919148
crsCode627416,semester527412,640062
crsCode727851,semester134687,574078
crsCode856820,semester622618,299450
crsCode725,semester773872,185157
crsCode726536,semester428540,679996
crsCode303676,semester946662,732388
crsCode570548,semester15972,456105
crsCode369766,semester102145,535468
crsCode819364,semester944897,889989
crsCode840481,semester302901,623235
crsCode704407,semester390477,348215
crsCode183973,semester290380,105892
crsCode402714,semester233546,558297
crsCode385419,semester767379,769797
crsCode580839,semester581139,532729
crsCode803930,semester873994,280894
crsCode879354,semester496608,788286
crsCode97886,semester388639,551470
crsCode835909,semester908402,295522
crsCode731620,semester197208,985274
crsCode815957,semester151439,233263
crsCode174125,semester848780,877891
crsCode276080,semester542586,687428
crsCode588258,semester241599,852561
crsCode224939,semester727634,211010
crsCode659935,semester30208,121706
crsCode356440,semester857288,548440
crsCode116816,semester640680,364807
crsCode162223,semester810260,325187
crsCode372592,semester932369,311436
crsCode913421,semester998040,985523
crsCode872750,semester937383,112137
crsCode200079,semester356633,414432
crsCode758573,semester573028,330939
crsCode299807,semester616895,143047
crsCode569242,semester732840,696705
crsCode480874,semester854339,315360
crsCode468092,semester935403,968066
crsCode398574,semester304830,974030
crsCode158312,semester528834,566010
crsCode281982,semester957305,573540
crsCode379851,semester284737,330382
crsCode918256,semester410874,968445
crsCode106815,semester999967,369714
crsCode662106,semester114282,682540
crsCode661186,semester436396,442194
crsCode278756,semester1616,78794
crsCode968020,semester594444,422541
crsCode518053,semester562872,771625
crsCode512793,semester263863,481421
crsCode921013,semester49293,814547
crsCode2520,semester594220,174389
crsCode25688,semester934329,388517
crsCode828784,semester403889,338837
crsCode681137,semester843396,229297
crsCode339715,semester609724,484828
crsCode388933,semester156127,282624
crsCode600101,semester570383,651187
crsCode748306,semester256384,822203
crsCode202772,semester233738,727678
crsCode729106,semester17535,840056
crsCode279063,semester783970,243427
crsCode807049,semester64289,239811
crsCode981180,semester924223,638168
crsCode406234,semester616119,721145
crsCode460625,semester817726,932957
crsCode667395,semester660747,486858
crsCode354665,semester883662,118989
crsCode51263,semester302322,640062
crsCode99403,semester99184,497044
crsCode734266,semester9090,803225
crsCode568708,semester539776,162789
crsCode819057,semester228430,838428
crsCode50904,semester386529,749544
crsCode769015,semester836377,124848
crsCode769867,semester528230,495735
crsCode203869,semester806821,535886
crsCode951549,semester367892,781840
crsCode406980,semester846225,498730
crsCode720663,semester668707,78091
crsCode144355,semester385840,169527
crsCode733422,semester277185,379470
crsCode534473,semester35015,471591
crsCode533861,semester206619,650501
crsCode179244,semester271504,394474
crsCode847453,semester198037,126159
crsCode475832,semester780237,440515
crsCode794569,semester606339,714933
crsCode292494,semester847791,365709
crsCode676355,semester768720,28527
crsCode678986,semester221538,365291
crsCode681177,semester768654,479079
crsCode856080,semester313868,398848
crsCode149513,semester190401,684947
crsCode385512,semester119301,723721
crsCode329179,semester26234,369714
crsCode290142,semester645660,593762
crsCode252352,semester948712,818918
crsCode416595,semester314988,825600
crsCode229559,semester607549,958349
crsCode346193,semester974100,456814
crsCode336374,semester65521,173968
crsCode831874,semester435227,17662
crsCode564788,semester850072,258442
crsCode735017,semester112204,684632
crsCode809325,semester435346,403932
crsCode965712,semester671640,51471
crsCode881535,semester947262,582741
crsCode348731,semester802054,580306
crsCode694989,semester752520,99516
crsCode898714,semester924483,64606
crsCode383320,semester396713,442220
crsCode859082,semester281237,707713
crsCode714080,semester772283,705963
crsCode86577,semester124554,680263
crsCode96863,semester525250,453347
crsCode917860,semester333729,275099
crsCode295102,semester488179,57725
crsCode95290,semester162945,622840
crsCode927502,semester464626,728575
crsCode693226,semester68559,718330
crsCode507324,semester411646,365929
crsCode825771,semester125081,888910
crsCode893839,semester836113,365709
crsCode840533,semester686981,254956
crsCode245336,semester420905,851903
crsCode36433,semester174511,641819
crsCode504600,semester376371,978558
crsCode584259,semester749396,71864
crsCode359261,semester229984,332212
crsCode951272,semester913933,680168
crsCode642835,semester121299,324002
crsCode570527,semester367607,199359
crsCode162223,semester639595,535282
crsCode423848,semester235190,593762
crsCode306313,semester804261,585272
crsCode870512,semester545920,502870
crsCode201500,semester546190,226478
crsCode990202,semester475169,899466
crsCode460344,semester808323,458969
crsCode2430,semester940890,126556
